0.9,1,0.4,2,1,4	0
0.9,1,0.4,2,1,4	32.3182732898
0.9,1,0.4,2,1,4	65.5055374043
0.9,1,0.4,2,1,4	96.8892305994
0.9,1,0.4,2,1,4	127.52779328
0.9,1,0.4,2,1,4	159.508623953
0.9,1,0.4,2,1,4	192.996110272
0.9,1,0.4,2,1,4	226.669050919
0.9,1,0.4,2,1,4	261.187838486
0.9,1,0.4,2,1,4	294.234124578
0.9,1,0.4,2,1,4	326.456319429
0.9,1,0.4,2,1,4	361.245060392
0.9,1,0.4,2,1,4	394.889266915
0.9,1,0.4,2,1,4	425.682939768
0.9,1,0.4,2,1,4	458.473714229
0.9,1,0.4,2,1,4	489.554672494
0.9,1,0.4,2,1,4	489.554672494
0.9,2,0.3,2,1,1	0
0.9,2,0.3,2,1,1	33.1189331399
0.9,2,0.3,2,1,1	66.6523833306
0.9,2,0.3,2,1,1	98.9899739158
0.9,2,0.3,2,1,1	129.900463938
0.9,2,0.3,2,1,1	162.251170046
0.9,2,0.3,2,1,1	197.371822837
0.9,2,0.3,2,1,1	231.053189996
0.9,2,0.3,2,1,1	266.056319638
0.9,2,0.3,2,1,1	299.184026782
0.9,2,0.3,2,1,1	332.311471539
0.9,2,0.3,2,1,1	367.277295283
0.9,2,0.3,2,1,1	401.226993851
0.9,2,0.3,2,1,1	431.482303583
0.9,2,0.3,2,1,1	463.735548402
0.9,2,0.3,2,1,1	495.565282321
0.9,2,0.3,2,1,1	495.565282321
0.9,2,0.7,2,1,1	0
0.9,2,0.7,2,1,1	33.1189331399
0.9,2,0.7,2,1,1	66.6414811762
0.9,2,0.7,2,1,1	98.9790717614
0.9,2,0.7,2,1,1	129.896778085
0.9,2,0.7,2,1,1	162.30170823
0.9,2,0.7,2,1,1	197.465086162
0.9,2,0.7,2,1,1	231.146453321
0.9,2,0.7,2,1,1	266.149582963
0.9,2,0.7,2,1,1	299.26648361
0.9,2,0.7,2,1,1	332.389643212
0.9,2,0.7,2,1,1	367.316118824
0.9,2,0.7,2,1,1	401.370847579
0.9,2,0.7,2,1,1	431.62615731
0.9,2,0.7,2,1,1	463.879402129
0.9,2,0.7,2,1,1	495.708008006
0.9,2,0.7,2,1,1	495.708008006
0.8,2,0.2,2,1,1	0
0.8,2,0.2,2,1,1	32.728453851
0.8,2,0.2,2,1,1	66.1976100906
0.8,2,0.2,2,1,1	98.5545941452
0.8,2,0.2,2,1,1	129.442273418
0.8,2,0.2,2,1,1	161.761227438
0.8,2,0.2,2,1,1	196.569394974
0.8,2,0.2,2,1,1	230.248872572
0.8,2,0.2,2,1,1	265.037369161
0.8,2,0.2,2,1,1	298.13623046
0.8,2,0.2,2,1,1	331.084472996
0.8,2,0.2,2,1,1	365.739579358
0.8,2,0.2,2,1,1	399.104806834
0.8,2,0.2,2,1,1	429.463537742
0.8,2,0.2,2,1,1	461.616156487
0.8,2,0.2,2,1,1	493.860598931
0.8,2,0.2,2,1,1	493.860598931
0.9,1,0.2,2,1,1	0
0.9,1,0.2,2,1,1	32.9060890972
0.9,1,0.2,2,1,1	66.4499230734
0.9,1,0.2,2,1,1	98.7051058314
0.9,1,0.2,2,1,1	129.537625143
0.9,1,0.2,2,1,1	161.811124601
0.9,1,0.2,2,1,1	196.673867022
0.9,1,0.2,2,1,1	230.438760157
0.9,1,0.2,2,1,1	265.318760131
0.9,1,0.2,2,1,1	298.386079747
0.9,1,0.2,2,1,1	331.33083144
0.9,1,0.2,2,1,1	366.289168784
0.9,1,0.2,2,1,1	400.319182747
0.9,1,0.2,2,1,1	430.588540119
0.9,1,0.2,2,1,1	462.991942147
0.9,1,0.2,2,1,1	495.199274339
0.9,1,0.2,2,1,1	495.199274339
0.8,1,0.4,1,1,4	0
0.8,1,0.4,1,1,4	30.8697537319
0.8,1,0.4,1,1,4	62.7780099968
0.8,1,0.4,1,1,4	92.8151440647
0.8,1,0.4,1,1,4	122.097234823
0.8,1,0.4,1,1,4	153.4725813
0.8,1,0.4,1,1,4	185.280631094
0.8,1,0.4,1,1,4	217.146560689
0.8,1,0.4,1,1,4	248.929568424
0.8,1,0.4,1,1,4	281.153181762
0.8,1,0.4,1,1,4	310.985111553
0.8,1,0.4,1,1,4	343.426490454
0.8,1,0.4,1,1,4	375.954704027
0.8,1,0.4,1,1,4	405.051040913
0.8,1,0.4,1,1,4	436.951643497
0.8,1,0.4,1,1,4	466.385340199
0.8,1,0.4,1,1,4	466.385340199
0.9,1,0.7,2,1,4	0
0.9,1,0.7,2,1,4	32.3182732898
0.9,1,0.7,2,1,4	65.5055374043
0.9,1,0.7,2,1,4	96.8892305994
0.9,1,0.7,2,1,4	127.581095003
0.9,1,0.7,2,1,4	159.61189084
0.9,1,0.7,2,1,4	193.09937716
0.9,1,0.7,2,1,4	226.772317807
0.9,1,0.7,2,1,4	261.316503848
0.9,1,0.7,2,1,4	294.367540972
0.9,1,0.7,2,1,4	326.582204722
0.9,1,0.7,2,1,4	361.370945685
0.9,1,0.7,2,1,4	395.015152209
0.9,1,0.7,2,1,4	425.808825061
0.9,1,0.7,2,1,4	458.599599523
0.9,1,0.7,2,1,4	489.680557788
0.9,1,0.7,2,1,4	489.680557788
