0.7,1,0.3,2,1,1	0
0.7,1,0.3,2,1,1	32.6713172014
0.7,1,0.3,2,1,1	66.2221379207
0.7,1,0.3,2,1,1	98.644432248
0.7,1,0.3,2,1,1	129.306981614
0.7,1,0.3,2,1,1	161.824088087
0.7,1,0.3,2,1,1	195.972645202
0.7,1,0.3,2,1,1	229.759412213
0.7,1,0.3,2,1,1	264.308039453
0.7,1,0.3,2,1,1	297.570975791
0.7,1,0.3,2,1,1	330.360468796
0.7,1,0.3,2,1,1	330.360468796
0.8,1,0.3,2,1,1	0
0.8,1,0.3,2,1,1	32.4348064239
0.8,1,0.3,2,1,1	65.8945763969
0.8,1,0.3,2,1,1	97.8575388102
0.8,1,0.3,2,1,1	128.353043529
0.8,1,0.3,2,1,1	160.641633642
0.8,1,0.3,2,1,1	195.08471077
0.8,1,0.3,2,1,1	228.840546159
0.8,1,0.3,2,1,1	263.704198909
0.8,1,0.3,2,1,1	296.851858757
0.8,1,0.3,2,1,1	329.681356946
0.8,1,0.3,2,1,1	329.681356946
0.9,1,0.3,2,1,1	0
0.9,1,0.3,2,1,1	32.9060890972
0.9,1,0.3,2,1,1	66.4659230462
0.9,1,0.3,2,1,1	98.7211058042
0.9,1,0.3,2,1,1	129.553625116
0.9,1,0.3,2,1,1	161.858137938
0.9,1,0.3,2,1,1	196.720880359
0.9,1,0.3,2,1,1	230.485773494
0.9,1,0.3,2,1,1	265.339606528
0.9,1,0.3,2,1,1	298.406926143
0.9,1,0.3,2,1,1	331.351677837
0.9,1,0.3,2,1,1	331.351677837
0.7,2,0.3,2,1,1	0
0.7,2,0.3,2,1,1	32.6958249538
0.7,2,0.3,2,1,1	66.1743494271
0.7,2,0.3,2,1,1	98.5721480391
0.7,2,0.3,2,1,1	129.180382505
0.7,2,0.3,2,1,1	161.787020221
0.7,2,0.3,2,1,1	196.265608703
0.7,2,0.3,2,1,1	229.960510161
0.7,2,0.3,2,1,1	264.70175345
0.7,2,0.3,2,1,1	298.081273095
0.7,2,0.3,2,1,1	330.942383402
0.7,2,0.3,2,1,1	330.942383402
0.8,2,0.3,2,1,1	0
0.8,2,0.3,2,1,1	32.728453851
0.8,2,0.3,2,1,1	66.201476565
0.8,2,0.3,2,1,1	98.5584606196
0.8,2,0.3,2,1,1	129.446139892
0.8,2,0.3,2,1,1	161.77037182
0.8,2,0.3,2,1,1	196.652317826
0.8,2,0.3,2,1,1	230.331795424
0.8,2,0.3,2,1,1	265.120292013
0.8,2,0.3,2,1,1	298.219153313
0.8,2,0.3,2,1,1	331.167395849
0.8,2,0.3,2,1,1	331.167395849
0.9,2,0.3,2,1,1	0
0.9,2,0.3,2,1,1	33.1025809383
0.9,2,0.3,2,1,1	66.636031129
0.9,2,0.3,2,1,1	98.9031447215
0.9,2,0.3,2,1,1	129.820851045
0.9,2,0.3,2,1,1	162.22578119
0.9,2,0.3,2,1,1	197.389159122
0.9,2,0.3,2,1,1	231.070526281
0.9,2,0.3,2,1,1	266.073655923
0.9,2,0.3,2,1,1	299.19055657
0.9,2,0.3,2,1,1	332.318001327
0.9,2,0.3,2,1,1	332.318001327
0.7,3,0.3,2,1,1	0
0.7,3,0.3,2,1,1	32.4901099184
0.7,3,0.3,2,1,1	66.0295573582
0.7,3,0.3,2,1,1	98.4773154704
0.7,3,0.3,2,1,1	129.258408823
0.7,3,0.3,2,1,1	161.856669069
0.7,3,0.3,2,1,1	195.947065404
0.7,3,0.3,2,1,1	229.643845309
0.7,3,0.3,2,1,1	264.074490839
0.7,3,0.3,2,1,1	297.374915436
0.7,3,0.3,2,1,1	330.244872468
0.7,3,0.3,2,1,1	330.244872468
0.8,3,0.3,2,1,1	0
0.8,3,0.3,2,1,1	32.8364936157
0.8,3,0.3,2,1,1	66.2494413935
0.8,3,0.3,2,1,1	98.1418907339
0.8,3,0.3,2,1,1	128.851595438
0.8,3,0.3,2,1,1	161.265317421
0.8,3,0.3,2,1,1	196.252141882
0.8,3,0.3,2,1,1	229.947612906
0.8,3,0.3,2,1,1	264.741604495
0.8,3,0.3,2,1,1	297.840847453
0.8,3,0.3,2,1,1	330.599463076
0.8,3,0.3,2,1,1	330.599463076
0.9,3,0.3,2,1,1	0
0.9,3,0.3,2,1,1	32.9014075216
0.9,3,0.3,2,1,1	66.2990882248
0.9,3,0.3,2,1,1	98.3636855945
0.9,3,0.3,2,1,1	129.061742685
0.9,3,0.3,2,1,1	161.465522977
0.9,3,0.3,2,1,1	196.553256986
0.9,3,0.3,2,1,1	230.263628319
0.9,3,0.3,2,1,1	264.946442966
0.9,3,0.3,2,1,1	297.970777498
0.9,3,0.3,2,1,1	331.035624112
0.9,3,0.3,2,1,1	331.035624112
0.7,1,0.4,2,1,1	0
0.7,1,0.4,2,1,1	32.6713172014
0.7,1,0.4,2,1,1	66.2221379207
0.7,1,0.4,2,1,1	98.644432248
0.7,1,0.4,2,1,1	129.306981614
0.7,1,0.4,2,1,1	161.824088087
0.7,1,0.4,2,1,1	196.151671807
0.7,1,0.4,2,1,1	229.938438819
0.7,1,0.4,2,1,1	264.487081545
0.7,1,0.4,2,1,1	297.750017882
0.7,1,0.4,2,1,1	330.539510888
0.7,1,0.4,2,1,1	330.539510888
0.8,1,0.4,2,1,1	0
0.8,1,0.4,2,1,1	32.4348064239
0.8,1,0.4,2,1,1	65.8945763969
0.8,1,0.4,2,1,1	97.8575388102
0.8,1,0.4,2,1,1	128.353043529
0.8,1,0.4,2,1,1	160.668551122
0.8,1,0.4,2,1,1	195.099045258
0.8,1,0.4,2,1,1	228.854880646
0.8,1,0.4,2,1,1	263.718533397
0.8,1,0.4,2,1,1	296.866193245
0.8,1,0.4,2,1,1	329.695691434
0.8,1,0.4,2,1,1	329.695691434
0.9,1,0.4,2,1,1	0
0.9,1,0.4,2,1,1	32.9060890972
0.9,1,0.4,2,1,1	66.4659230462
0.9,1,0.4,2,1,1	98.7211058042
0.9,1,0.4,2,1,1	129.553625116
0.9,1,0.4,2,1,1	161.827124574
0.9,1,0.4,2,1,1	196.689866994
0.9,1,0.4,2,1,1	230.45476013
0.9,1,0.4,2,1,1	265.334760104
0.9,1,0.4,2,1,1	298.402079719
0.9,1,0.4,2,1,1	331.384326053
0.9,1,0.4,2,1,1	331.384326053
0.7,2,0.4,2,1,1	0
0.7,2,0.4,2,1,1	32.6958249538
0.7,2,0.4,2,1,1	66.1743494271
0.7,2,0.4,2,1,1	98.5721480391
0.7,2,0.4,2,1,1	129.180382505
0.7,2,0.4,2,1,1	161.787020221
0.7,2,0.4,2,1,1	196.265608703
0.7,2,0.4,2,1,1	229.960510161
0.7,2,0.4,2,1,1	264.70175345
0.7,2,0.4,2,1,1	298.081273095
0.7,2,0.4,2,1,1	330.942383402
0.7,2,0.4,2,1,1	330.942383402
0.8,2,0.4,2,1,1	0
0.8,2,0.4,2,1,1	32.728453851
0.8,2,0.4,2,1,1	66.201476565
0.8,2,0.4,2,1,1	98.5584606196
0.8,2,0.4,2,1,1	129.446139892
0.8,2,0.4,2,1,1	161.765093912
0.8,2,0.4,2,1,1	196.647039919
0.8,2,0.4,2,1,1	230.326517517
0.8,2,0.4,2,1,1	265.115014106
0.8,2,0.4,2,1,1	298.213875405
0.8,2,0.4,2,1,1	331.162117941
0.8,2,0.4,2,1,1	331.162117941
0.9,2,0.4,2,1,1	0
0.9,2,0.4,2,1,1	33.1189331399
0.9,2,0.4,2,1,1	66.6414811762
0.9,2,0.4,2,1,1	98.9790717614
0.9,2,0.4,2,1,1	129.896778085
0.9,2,0.4,2,1,1	162.30170823
0.9,2,0.4,2,1,1	197.422361022
0.9,2,0.4,2,1,1	231.10372818
0.9,2,0.4,2,1,1	266.106857822
0.9,2,0.4,2,1,1	299.223758469
0.9,2,0.4,2,1,1	332.351203226
0.9,2,0.4,2,1,1	332.351203226
0.7,3,0.4,2,1,1	0
0.7,3,0.4,2,1,1	32.4901099184
0.7,3,0.4,2,1,1	66.0295573582
0.7,3,0.4,2,1,1	98.4114411213
0.7,3,0.4,2,1,1	129.184129245
0.7,3,0.4,2,1,1	161.763374054
0.7,3,0.4,2,1,1	195.853770388
0.7,3,0.4,2,1,1	229.550550293
0.7,3,0.4,2,1,1	263.981195824
0.7,3,0.4,2,1,1	297.281620421
0.7,3,0.4,2,1,1	330.151577452
0.7,3,0.4,2,1,1	330.151577452
0.8,3,0.4,2,1,1	0
0.8,3,0.4,2,1,1	32.8364936157
0.8,3,0.4,2,1,1	66.2494413935
0.8,3,0.4,2,1,1	98.6015035449
0.8,3,0.4,2,1,1	129.311208249
0.8,3,0.4,2,1,1	161.74265626
0.8,3,0.4,2,1,1	196.714696638
0.8,3,0.4,2,1,1	230.410167662
0.8,3,0.4,2,1,1	265.120052469
0.8,3,0.4,2,1,1	298.219295426
0.8,3,0.4,2,1,1	330.97791105
0.8,3,0.4,2,1,1	330.97791105
0.9,3,0.4,2,1,1	0
0.9,3,0.4,2,1,1	32.904613355
0.9,3,0.4,2,1,1	66.3022940582
0.9,3,0.4,2,1,1	98.430944592
0.9,3,0.4,2,1,1	129.129001683
0.9,3,0.4,2,1,1	161.543806784
0.9,3,0.4,2,1,1	196.631540793
0.9,3,0.4,2,1,1	230.341912126
0.9,3,0.4,2,1,1	265.03451377
0.9,3,0.4,2,1,1	298.058848302
0.9,3,0.4,2,1,1	331.123694916
0.9,3,0.4,2,1,1	331.123694916
0.7,1,0.5,2,1,1	0
0.7,1,0.5,2,1,1	32.6713172014
0.7,1,0.5,2,1,1	66.2221379207
0.7,1,0.5,2,1,1	98.7451738931
0.7,1,0.5,2,1,1	129.407723259
0.7,1,0.5,2,1,1	161.924829732
0.7,1,0.5,2,1,1	196.252413453
0.7,1,0.5,2,1,1	230.039180464
0.7,1,0.5,2,1,1	264.587807703
0.7,1,0.5,2,1,1	297.850744041
0.7,1,0.5,2,1,1	330.640237046
0.7,1,0.5,2,1,1	330.640237046
0.8,1,0.5,2,1,1	0
0.8,1,0.5,2,1,1	32.4348064239
0.8,1,0.5,2,1,1	65.8945763969
0.8,1,0.5,2,1,1	97.8575388102
0.8,1,0.5,2,1,1	128.353043529
0.8,1,0.5,2,1,1	160.641633642
0.8,1,0.5,2,1,1	195.08471077
0.8,1,0.5,2,1,1	228.840546159
0.8,1,0.5,2,1,1	263.704198909
0.8,1,0.5,2,1,1	296.851858757
0.8,1,0.5,2,1,1	329.643862306
0.8,1,0.5,2,1,1	329.643862306
0.9,1,0.5,2,1,1	0
0.9,1,0.5,2,1,1	32.9073250228
0.9,1,0.5,2,1,1	66.451158999
0.9,1,0.5,2,1,1	98.706341757
0.9,1,0.5,2,1,1	129.538861069
0.9,1,0.5,2,1,1	161.812360527
0.9,1,0.5,2,1,1	196.530570159
0.9,1,0.5,2,1,1	230.295463295
0.9,1,0.5,2,1,1	265.175463269
0.9,1,0.5,2,1,1	298.242782884
0.9,1,0.5,2,1,1	331.225029217
0.9,1,0.5,2,1,1	331.225029217
0.7,2,0.5,2,1,1	0
0.7,2,0.5,2,1,1	32.6958249538
