0.8,1,0.2,1,1,1	0
0.8,1,0.2,1,1,1	31.9637097479
0.8,1,0.2,1,1,1	64.1383358943
0.8,1,0.2,1,1,1	95.3415933787
0.8,1,0.2,1,1,1	125.358472127
0.8,1,0.2,1,1,1	156.958321145
0.8,1,0.2,1,1,1	189.506699149
0.8,1,0.2,1,1,1	221.755490457
0.8,1,0.2,1,1,1	255.3915168
0.8,1,0.2,1,1,1	287.935864579
0.8,1,0.2,1,1,1	319.051767352
0.8,1,0.2,1,1,1	319.051767352
0.9,1,0.2,1,1,1	0
0.9,1,0.2,1,1,1	31.7883044251
0.9,1,0.2,1,1,1	63.8822887346
0.9,1,0.2,1,1,1	94.3780869084
0.9,1,0.2,1,1,1	124.35013322
0.9,1,0.2,1,1,1	155.513960146
0.9,1,0.2,1,1,1	187.481996328
0.9,1,0.2,1,1,1	219.646006612
0.9,1,0.2,1,1,1	253.198194659
0.9,1,0.2,1,1,1	285.928536749
0.9,1,0.2,1,1,1	317.065386096
0.9,1,0.2,1,1,1	317.065386096
0.7,2,0.2,1,1,1	0
0.7,2,0.2,1,1,1	31.7757572535
0.7,2,0.2,1,1,1	64.2634368743
0.7,2,0.2,1,1,1	95.4820169029
0.7,2,0.2,1,1,1	125.250754324
0.7,2,0.2,1,1,1	156.85203009
0.7,2,0.2,1,1,1	188.984574421
0.7,2,0.2,1,1,1	221.479415871
0.7,2,0.2,1,1,1	255.21225357
0.7,2,0.2,1,1,1	287.800522243
0.7,2,0.2,1,1,1	319.018021075
0.7,2,0.2,1,1,1	319.018021075
0.8,2,0.2,1,1,1	0
0.8,2,0.2,1,1,1	31.7776013329
0.8,2,0.2,1,1,1	64.1900255586
0.8,2,0.2,1,1,1	95.4748347052
0.8,2,0.2,1,1,1	125.272259634
0.8,2,0.2,1,1,1	156.915062476
0.8,2,0.2,1,1,1	189.152799076
0.8,2,0.2,1,1,1	221.420478257
0.8,2,0.2,1,1,1	255.161296667
0.8,2,0.2,1,1,1	287.637716948
0.8,2,0.2,1,1,1	318.954152382
0.8,2,0.2,1,1,1	318.954152382
0.9,2,0.2,1,1,1	0
0.9,2,0.2,1,1,1	32.0533150605
0.9,2,0.2,1,1,1	64.3553609615
0.9,2,0.2,1,1,1	94.6467883921
0.9,2,0.2,1,1,1	124.677607865
0.9,2,0.2,1,1,1	155.66501893
0.9,2,0.2,1,1,1	188.798911901
0.9,2,0.2,1,1,1	220.98765558
0.9,2,0.2,1,1,1	254.667847106
0.9,2,0.2,1,1,1	287.175703615
0.9,2,0.2,1,1,1	318.397285761
0.9,2,0.2,1,1,1	318.397285761
0.7,3,0.2,1,1,1	0
0.7,3,0.2,1,1,1	31.6922992543
0.7,3,0.2,1,1,1	64.1109121901
0.7,3,0.2,1,1,1	95.4062991893
0.7,3,0.2,1,1,1	125.106778363
0.7,3,0.2,1,1,1	156.799510529
0.7,3,0.2,1,1,1	190.204922667
0.7,3,0.2,1,1,1	222.680720715
0.7,3,0.2,1,1,1	256.429394096
0.7,3,0.2,1,1,1	289.128497649
0.7,3,0.2,1,1,1	320.761747123
0.7,3,0.2,1,1,1	320.761747123
0.8,3,0.2,1,1,1	0
0.8,3,0.2,1,1,1	31.7793082236
0.8,3,0.2,1,1,1	64.0673585359
0.8,3,0.2,1,1,1	95.5058018789
0.8,3,0.2,1,1,1	125.196817853
0.8,3,0.2,1,1,1	156.895147601
0.8,3,0.2,1,1,1	190.236029632
0.8,3,0.2,1,1,1	222.446240196
0.8,3,0.2,1,1,1	256.034205425
0.8,3,0.2,1,1,1	288.446298532
0.8,3,0.2,1,1,1	319.598357745
0.8,3,0.2,1,1,1	319.598357745
0.9,3,0.2,1,1,1	0
0.9,3,0.2,1,1,1	31.8341452744
0.9,3,0.2,1,1,1	64.1338945715
0.9,3,0.2,1,1,1	94.5845943878
0.9,3,0.2,1,1,1	124.485391986
0.9,3,0.2,1,1,1	155.564361421
0.9,3,0.2,1,1,1	188.500969424
0.9,3,0.2,1,1,1	220.634451141
0.9,3,0.2,1,1,1	254.134234434
0.9,3,0.2,1,1,1	286.741319538
0.9,3,0.2,1,1,1	317.852144102
